Geneid	Length	SRR11206238	SRR11206239
71994	2003	55723	46150
213603	2560	23702	18158
319839	3661	547	529
100503044	2759	1376	1035
619318	1127	0	0
14066	1876	41276	36783
19299	3399	13934	11925
214137	5091	10415	8611
11304	7248	538	415
14630	1470	1587	1379
100503394	1802	29	42
99480	2403	3043	2622
791077	119	2	6
100043726	905	4	0
29815	3301	1993	1725
214459	5330	1881	1473
242202	6728	430	266
71647	1156	6	0
74057	768	4	5
14079	645	0	0
100862236	574	3	2
67704	976	888	847
99526	4014	2451	1795
59006	1153	0	2
118449	7116	91	49
69608	3857	2037	1745
210529	2625	889	746
19142	2607	28	20
69895	785	105	84
100306957	130	0	0
83398	5338	32	31
668809	468	0	0
229801	2224	78	37
71824	1983	0	0
384775	757	0	0
64580	3489	0	2
22239	3599	56	26
271970	3690	194	50
100047282	210	27	21
108058	4461	8827	5735
109676	7547	1017	922
100862268	1766	13	4
100043364	3484	40	45
28036	2121	1013	1008
723948	74	0	0
723835	68	0	0
723920	69	0	0
723928	66	0	0
723911	75	0	0
71643	7048	47	63
11924	2217	0	0
71481	4795	1068	827
211550	2137	1678	1371
211556	2391	5255	4226
70617	1603	584	417
329753	4188	0	0
100038383	1964	0	2
402774	2348	0	0
18741	2748	0	0
13809	4208	168612	133382
435755	1040	0	0
170439	5951	560	557
13645	4757	2158	1205
319224	3869	7	7
242235	1683	0	0
20132	1394	4	2
68147	1271	353	283
12630	2073	36	37
66350	1654	3696	2702
12368	1455	2172	1951
66815	1318	9	24
99683	4702	2118	1534
77018	7481	254	165
71760	2718	33037	27019
66357	1062	4252	3520
100862291	328	0	0
68436	595	240	167
16842	2460	507	372
15107	1720	5078	4061
71519	2331	569	469
100503594	2715	2	4
74442	5791	114	132
23971	2600	5627	4562
100862309	561	0	0
56811	3705	1111	561
433653	672	0	0
13722	1122	732	599
100862343	411	0	0
271981	4108	368	192
114249	3732	7142	5660
67553	2620	341	299
71793	2988	1073	1002
77669	1912	258	192
74776	1211	5271	4437
214133	9181	855	795
319478	5619	310	303
100316832	79	0	0
75208	970	0	0
21338	3764	16287	12354
229841	7813	39	28
69772	1172	635	489
97086	2243	91	49
74446	2245	8	2
67006	2869	4966	3867
319587	500	85	86
66105	2619	11820	10405
110173	3675	5531	4580
668745	678	855	763
18033	4118	1321	829
791324	1395	0	0
67547	3707	1975	1687
71038	937	0	0
100039350	489	0	0
242248	3248	44	50
70055	985	0	0
19055	2194	2990	2574
59308	1461	2114	1402
229862	957	0	0
73284	2721	655	446
51788	957	209	174
100503440	615	2	1
70604	1851	1247	795
56692	1263	1853	1603
26377	3088	208	174
100503465	543	0	0
329763	1665	0	0
17777	4410	122	64
108943	3935	232	179
67741	1715	0	0
68369	824	0	0
11529	2079	0	0
11522	1334	148	120
69117	1341	0	0
100417514	1284	8	3
639769	2789	0	0
26876	1312	0	0
11532	1533	5489	4270
75624	2549	1901	1502
13684	2882	4741	3877
100316706	65	0	4
74635	1418	8	4
56224	3172	1703	1404
229877	3663	5431	4088
229879	612	0	0
381476	2818	0	0
18598	2352	0	0
22253	9296	620	534
12167	5336	11285	9593
56376	6812	5479	4553
229898	3021	109	91
229900	5552	2079	1925
55932	2639	2183	2078
14468	2820	517	414
14469	2455	639	438
229905	2246	591	543
229906	1253	3847	3093
109333	6207	5041	4440
320229	3521	42	34
320072	1652	0	0
621809	921	38	45
16911	2049	1878	1573
545572	710	3	11
23908	4811	3155	2476
93684	1510	40117	33772
54673	3949	4631	3742
12722	3022	7	7
80797	3654	49	36
229927	3306	1	0
622139	709	0	0
99709	2997	0	7
100504497	1625	0	0
99663	2998	0	0
23844	2935	2	0
229933	3921	198	60
52184	2584	713	636
71355	7137	24	22
229937	2813	5128	4124
16007	2028	2263	1662
100216343	1700	16	26
69219	3747	2782	2346
100504532	648	2	0
12042	1760	1880	1474
66421	975	1062	877
214804	5495	490	335
242253	3082	0	0
171166	1712	19547	15096
68279	2666	8	2
65086	2494	409	249
100038607	2419	41	55
99167	3696	5796	4552
74245	2629	634	523
70951	1920	101	70
14707	535	1484	1174
70285	2614	1323	1100
56629	2299	0	4
22262	1843	2	0
100286843	3174	0	0
75015	1014	0	2
18749	5081	6318	5118
70892	6075	155	91
99633	6052	4709	3702
100038391	4059	2	3
381482	2424	72	38
100628568	71	0	0
100504653	1897	6	4
170757	4106	2908	2074
99899	2909	741	762
15061	1296	150	151
19220	4414	2	15
54120	1264	108	109
67035	2927	2770	2494
51886	6491	4012	3391
68810	2566	21	16
215708	5355	2194	1872
170822	4194	10348	9352
108946	7668	3411	2593
229949	3103	723	528
99542	1853	19	13
329777	4867	6976	6096
26938	2000	0	0
20447	3885	441	438
545578	465	4	2
70594	1834	0	0
66772	1048	0	0
72317	495	0	0
55993	3327	4	0
19352	1686	1226	1004
100217468	45	5	4
100217425	61	0	0
11364	1845	9674	8029
242259	4098	14	0
16875	1978	0	0
99686	2164	0	0
209584	4404	539	400
12972	2507	1496	1356
209601	2009	2	0
435766	3042	1	1
75540	3493	2233	1922
74435	2650	89	55
329780	3451	0	0
329782	4170	20	18
320840	5922	154	78
100502679	2293	6	2
53861	2616	5952	5528
387181	71	6	9
19218	2018	6275	4667
107869	1801	18	20
433667	2654	2460	2212
69207	3664	4307	3531
67144	4092	2101	1659
242274	5918	5	0
624759	2832	0	0
76131	3323	3	1
19892	1843	4	2
68151	2769	14668	12036
100312470	921	0	0
100312471	921	0	0
100039044	839	0	0
666513	1056	0	2
100499523	102	0	0
72098	2605	1841	1470
116940	4328	1361	1093
70143	874	0	0
17096	3456	893	713
70720	1850	2	8
67427	502	890	788
17451	1448	0	2
56711	4635	33	36
66433	696	1235	1020
242285	1379	21	10
242286	1181	0	0
18619	1412	0	0
242291	4636	3210	2306
73872	1205	0	0
242297	1995	1028	612
100504030	590	13	4
68053	4735	1470	1305
13122	4172	4	2
53378	2553	50288	44726
18201	3507	3264	2933
252838	2852	312	239
71510	1077	0	0
12319	5722	2732	2255
100039478	333	0	1
59021	2057	19043	16495
666752	584	70	54
320790	9338	1400	928
74438	3604	2	2
65973	12295	7647	6145
320152	3969	11	2
242316	3532	456	404
74662	1433	0	1
73624	568	0	0
100499521	131	0	0
67157	2120	2248	1888
100039746	887	13	10
71801	2920	1655	1406
76947	1082	558	493
100503518	1368	92	70
735261	86	0	0
60599	5430	3154	2705
12448	3217	32	13
72656	4970	2849	2544
381510	2984	1181	942
100861935	1013	25	18
207920	3864	2107	1744
634834	1197	54	34
66185	7115	2060	1821
623474	7051	19	18
100503583	4572	7	10
14579	2257	81	56
12557	3462	4	2
381511	4298	1556	1418
100503636	1066	27	21
100038424	1706	1	4
329795	3456	1139	983
77604	3426	199	244
72397	3283	132	140
68099	1326	1084	921
208820	1501	393	349
100039988	632	9	9
12395	6899	95	20
208890	2371	632	225
73314	1210	0	0
72201	3259	3674	2923
72519	2280	5136	4421
100038514	896	229	186
69352	4922	42	15
100201	4681	9887	7860
12307	2867	5	2
67460	2959	3041	2607
27354	2491	2233	2186
209212	2647	1452	1228
192656	1901	904	683
100415915	1852	42	33
17389	4576	21	12
30952	4708	0	0
70568	5646	4782	3712
66302	1875	1366	1097
107568	5070	3410	2808
74087	2134	0	0
242341	2503	0	0
74988	1259	0	0
50500	3053	209	171
14590	1326	3865	3196
269513	2895	6	2
230025	3174	0	0
51813	3868	2104	1979
77032	1587	887	816
77593	6007	785	680
67735	2122	23	29
66625	4545	4776	4291
230027	2613	1184	1099
76132	9342	1638	1372
269514	2479	2873	2482
18992	6272	0	8
212377	4467	204	105
212390	2386	391	271
68493	3632	3648	3158
319564	1872	14	12
81006	2370	0	4
57756	1105	0	0
67490	4335	5081	4116
625732	491	0	0
14348	11990	1375	1043
242362	4628	3243	2923
75360	561	0	0
13841	7967	4536	2646
75332	891	1	0
26409	5763	4477	3667
100038651	2744	0	2
100504106	1924	0	0
12014	8493	65	44
414068	1661	0	1
14610	1518	0	0
26885	6804	941	891
100019	17959	460	335
108755	1344	1822	1569
140577	4817	228	165
52187	5047	10821	7831
100504166	3850	364	298
56228	3522	4320	3316
14409	1820	22	8
14408	2251	6	2
242377	5578	3127	2435
272009	2939	139	128
108767	1925	8566	6680
24018	4153	2096	1855
12801	5807	167	194
67652	1073	15	8
636187	483	0	0
433693	1719	1476	1246
50793	6313	3371	2914
109093	1867	1329	977
24060	2039	5515	4260
69329	1716	7	6
214568	1303	0	0
66291	927	955	958
30046	9977	3115	2295
12640	691	0	0
73696	951	0	0
214944	6030	7784	7800
387510	820	51	47
73205	3198	2022	1760
100504458	1011	10	6
242384	5067	6	8
100124458	81	0	0
100124457	77	0	0
100042132	1087	0	0
75471	1264	0	0
11428	4319	3527	2649
230073	4943	3788	2790
106021	3842	3736	2999
100504309	325	410	375
230075	534	10514	9042
75819	1810	0	0
320500	3226	0	0
71293	818	0	0
66408	5740	1940	1664
622208	2159	176	137
15502	5792	3935	3540
387203	79	0	2
74255	3273	7449	6097
14595	3976	3008	2492
100628614	83	0	2
20731	393	2	2
12017	1349	19409	14882
76959	1372	9278	7780
74164	4556	5714	4648
100526501	64	1	0
11832	2524	2	0
11828	1763	2	0
230082	4483	1601	1290
67615	3312	8854	6422
68926	4369	2688	1886
68970	3454	4177	3127
67123	2697	5080	4018
109242	5598	137	88
66401	848	1268	1034
329828	4175	668	542
100862160	650	1	0
73721	1290	6	6
76992	708	27	10
71901	2109	267	211
68922	2491	50	69
69638	1247	6762	5376
12804	2267	1072	896
69961	839	1136	767
53598	966	6253	5111
550619	1751	0	0
18391	1591	3344	2749
14430	2000	2115	1570
16157	1961	3183	2176
20301	1471	270	197
100039789	429	0	0
100861610	6399	0	0
100862170	974	0	0
100862177	878	0	0
100861618	495	0	0
100041579	375	0	0
100043920	4068	0	0
100041549	1870	0	0
100861635	3613	0	0
100861647	429	0	0
100042539	3558	0	0
100504346	867	0	0
100039848	495	0	0
100039863	1044	0	1
100504376	1171	0	0
100042555	1953	0	0
100862228	974	0	0
100862237	974	0	0
100042493	831	0	0
621580	412	0	0
100862261	4068	0	0
100861661	1864	0	0
100861670	1416	0	0
100862247	375	0	0
100042519	3613	0	0
100042524	1870	0	0
545611	4130	0	0
100039331	4897	0	0
100504239	867	0	0
100040035	495	0	0
100040048	1044	0	0
100504407	1171	0	0
16158	2680	0	0
73350	485	0	0
100861715	3192	0	0
24047	720	0	0
18829	868	0	0
100316865	2385	0	0
100861727	3834	0	0
277773	1656	6	2
230085	3393	10	8
56323	2309	415	333
67317	3726	0	0
100862318	717	0	2
269523	3315	3003	2446
60534	2727	712	592
56703	4236	1171	938
66592	1548	4022	3397
230088	3495	1181	743
22249	6391	6244	4171
320571	4474	142	168
100213	5402	3024	2424
329831	1348	12	10
21754	3620	3069	1931
12517	1503	99	82
54390	1201	4	0
19782	275	20	6
622404	814	2001	1591
230098	1624	21	14
100503819	978	2	5
230099	1959	6	6
22004	2098	354	190
21894	8560	6288	4882
12913	1582	5430	4274
230101	3535	1328	1082
242406	5868	167	142
100039672	743	0	0
230103	3660	2057	1556
433700	1247	36	13
68917	591	4135	3303
242408	1763	10	5
242409	4775	492	432
56014	2352	0	0
56015	939	0	0
100039781	913	610	412
71406	4086	943	613
319973	957	1163	879
29849	960	2	0
29848	963	0	4
29846	1099	2	0
100040268	1766	1	0
29845	1172	0	0
53614	4433	919	902
384009	2019	61	80
442829	2030	0	0
12757	1170	2773	2050
50798	5696	4243	4008
623796	2231	8	20
73469	5180	1293	1122
100628618	73	0	0
17279	2914	22	12
100503944	1538	0	0
18507	1208	0	0
100628590	78	0	0
100503954	3058	0	0
319885	2524	1166	889
76238	1226	1265	1015
230119	5606	1347	1025
73405	1578	92	44
64424	2944	356	206
269529	4634	1149	1039
68512	687	891	728
666060	4812	33	19
78508	415	5	2
69934	2023	865	640
66362	1035	1176	1026
242418	7213	1354	1239
230125	4438	2768	2377
230126	2744	1518	1253
100040557	996	0	0
329839	1090	138	135
100040567	646	21	16
72535	2302	85	62
75426	2729	0	0
74152	3606	2	3
381522	5081	10	0
100121	3526	6704	5837
21916	2871	9451	6616
272027	3726	870	774
433702	3112	3082	2450
22590	955	828	548
110805	1116	0	0
74753	1558	376	242
93966	2310	0	2
67628	1367	1575	1144
100503131	845	0	2
94181	1904	490	322
74735	1432	140	112
107684	4114	182	92
381605	4305	108	143
242425	3998	0	6
75691	3552	229	152
230145	2216	55	56
12819	5319	118	113
21812	5666	3097	2656
56737	3055	6028	4966
66212	552	1903	1758
18124	1884	0	0
67727	5777	2378	2039
76299	2647	5602	4716
100316708	97	0	0
16348	5632	845	717
100503154	659	0	0
269536	3203	1339	1162
66665	1841	497	414
230157	2442	162	189
100861629	540	0	0
68016	2044	0	0
272031	3762	0	0
209186	1659	2	0
230161	5048	12	16
12012	1946	0	0
28028	2103	2637	2394
230162	2993	643	557
230163	1953	10	4
67063	2983	2710	2049
109331	4312	2484	1995
242443	3348	2	4
19059	2985	0	0
74914	1297	2	0
329844	3387	0	0
72648	626	2	0
14211	5322	482	422
68274	2401	0	0
75367	1188	0	0
258857	960	0	0
258821	954	0	0
258836	960	0	0
258600	939	0	0
73398	1099	0	2
66536	1507	2826	2360
11303	10260	4914	3937
78180	452	0	0
381524	2277	90	97
100434	3278	5559	4042
100861652	874	1147	883
319636	9193	558	381
246179	3382	4166	3207
21350	1144	5	2
435784	720	86	56
52076	2861	1124	921
242466	10496	621	498
100503249	1019	24	33
670211	629	0	2
19359	3811	1374	1351
100415914	757	1	0
16600	3044	2830	2166
11471	1421	0	2
11470	1504	0	0
230233	6160	1414	1208
230234	4299	1052	911
54366	3687	1826	1363
242474	6895	3678	2627
723837	70	0	0
230235	3854	8	0
54357	2966	5102	3754
329851	1759	15	24
545622	6369	467	408
73349	2030	0	0
619973	699	251	219
242481	8213	46	40
100038668	2014	2	0
11641	6869	4175	3048
242484	2896	661	553
22166	1051	4882	3826
67402	618	0	0
64817	11275	192	275
18198	3659	1	4
14745	3522	2691	2208
100526502	87	0	0
258922	942	0	0
230249	5902	5845	4857
100041581	2794	141	91
67103	2104	782	609
72429	1827	3026	2337
14700	1120	3485	3057
100155	4550	1	0
22234	3719	4985	3985
634731	3295	242	189
230257	6889	2270	1781
72479	2616	11738	9935
230259	5044	1907	1446
66209	3221	2026	1577
209131	7507	931	577
30936	2060	0	0
17843	875	0	0
620807	540	0	0
100041658	1033	0	0
17841	1014	0	0
100041687	986	0	0
100038948	720	0	0
17840	1091	0	0
100039008	883	0	0
100039028	914	0	0
100039054	883	0	0
100861909	1141	1	0
100039089	984	0	0
100039116	926	0	0
100039150	889	0	0
100039019	835	0	0
100039177	882	0	0
100039206	886	0	0
100048884	888	0	0
100189605	878	0	0
17844	872	0	0
381530	887	0	1
17842	908	0	0
381531	755	0	0
22696	3579	812	803
20530	1824	35462	24011
338355	4342	2334	1764
20529	3744	16622	13944
66440	794	637	496
70052	5237	1253	821
76072	1404	35	8
71354	1325	351	265
192120	1743	3172	1912
72748	1083	1084	912
17025	1350	9637	7482
59001	602	1203	936
214106	1783	7	8
50780	7301	576	371
72701	2868	173	179
11699	1233	0	1
16552	2250	0	2
373864	7635	1132	1036
735262	82	0	0
18405	768	0	0
18407	773	0	0
18406	774	5	0
100182	5476	996	727
66783	1104	0	0
73750	4805	481	430
66290	1093	806	625
100503980	687	0	0
230279	3630	2125	1524
670833	684	0	0
75524	671	0	0
326623	5828	132	78
21949	2228	22	14
21923	7100	2	22
100504061	2618	2	0
18491	11027	118	70
56079	4831	26	14
69807	3196	20609	19033
21898	3847	980	927
56710	3354	0	2
214444	5603	3696	3073
230316	3062	5073	4254
21885	4369	1188	948
68285	2687	482	397
353204	2052	2529	1824
433719	1323	0	0
623180	1237	0	0
623197	1237	0	0
100862015	1237	0	0
100502896	1116	0	0
100502924	1237	0	0
242502	1325	0	0
242505	5183	6380	5531
667768	759	4	2
545637	936	0	0
623272	1324	0	0
667780	1325	0	0
623281	1312	1	0
71886	2158	0	0
242506	4203	8	10
76804	4401	2615	2023
66928	722	775	691
19266	8504	1145	1002
100046763	2065	0	0
22178	2720	12	4
52829	1699	2374	1744
17475	7515	5295	4157
545641	1078	0	1
18028	8770	7870	6516
76455	3330	84	88
68268	8751	1198	905
12622	1742	0	0
329872	9581	3483	2609
69863	8764	2018	1864
790913	1461	1	0
77634	1385	1968	1642
101739	3182	4761	4166
100862057	3297	683	588
320226	4525	222	184
242509	6453	621	499
338349	6929	494	324
20404	2807	1582	1208
329876	2053	11	17
77739	7839	488	428
75811	1835	0	0
68441	1613	3745	3299
230376	3696	595	555
100217448	118	0	0
11520	1887	2794	2196
329877	8441	1820	1770
100504343	2913	7	3
20104	1394	144	143
230379	4204	2300	1542
76376	10780	1298	1185
70122	6216	1392	1129
230393	5796	1363	1117
735282	86	0	0
66775	2089	556	332
15977	770	0	0
242517	573	0	0
404549	570	0	0
15972	573	0	0
242519	797	0	1
381590	1828	0	0
230396	819	0	0
230398	570	0	0
15965	573	0	0
15974	670	0	0
242521	4217	3701	3479
435791	549	2	0
100041062	549	0	0
545645	811	0	0
545646	968	0	0
545647	968	0	0
545648	811	2	1
319146	1462	0	0
545649	1462	0	0
545650	1462	0	0
545651	1462	0	0
545652	1556	0	0
545653	968	0	0
545654	549	0	0
545655	549	0	0
668208	2850	0	0
15970	576	0	0
15964	647	0	0
15969	570	0	0
15968	570	0	0
15967	644	0	0
15962	570	0	0
230405	664	0	0
723895	106	0	2
100040617	718	0	0
66902	2558	1617	1191
12578	1136	0	0
12579	1393	97	130
242523	4073	512	436
236537	2261	0	1
619842	1690	0	0
15569	4557	8	5
620016	1006	1756	1483
69314	1263	0	0
69136	1364	366	257
67770	2109	735	668
100862232	413	0	0
18786	6815	2909	2419
667250	978	3	1
67694	2114	1155	1007
100061	2773	8	13
100124456	81	0	0
21687	4654	3696	3124
67753	1228	2	1
100039252	661	249	195
320713	7419	3364	3086
665029	580	1	0
16476	3187	3765	2544
100042411	3534	3	4
75578	2713	1513	1215
319247	1729	6	10
77963	4242	1680	1277
230459	4374	2	2
242546	1944	3	6
100066	1935	0	1
665095	1520	22	12
13110	3595	15061	13232
74519	1944	3813	3446
13109	3651	4	8
620779	1638	0	0
620883	905	640	520
319865	1231	882	753
18027	9643	7546	6715
100502875	963	19	30
100502857	1263	9	2
78687	924	4	0
94043	986	3376	3142
12695	8809	3633	2971
381591	2942	51	34
242553	4801	353	237
399570	2388	5	2
545660	2264	0	0
230484	3567	1860	1649
67299	7043	4022	3466
30924	1604	14	2
100861936	1156	4	2
242557	3178	1023	840
100038722	2475	2	2
15221	2373	0	0
320438	3114	808	750
67733	2738	528	414
230500	1847	355	304
72157	2334	4494	3431
26563	3542	1087	883
381534	1517	14	2
320508	4966	514	390
242570	3990	163	162
16451	5299	10556	8820
77866	748	290	279
387143	83	0	0
68400	618	48	52
11639	5162	203	133
72685	5596	304	271
230514	1827	14178	10901
16847	6634	187	155
545662	1975	0	0
242574	907	0	0
381535	1597	0	0
332923	1452	0	0
381536	847	0	0
18578	6034	2064	1355
73094	3712	589	492
100504717	1912	6	3
67344	2262	2	0
100473	3655	0	0
23919	686	0	0
242584	3793	199	136
71148	4878	2250	1733
242585	2893	587	461
70941	2448	0	0
71650	1185	0	0
67013	1866	1442	1221
622167	808	0	0
100862081	1718	2136	1522
100038724	2300	0	0
13131	5580	6	0
110382	2239	0	0
230558	3636	0	0
242594	3136	6	23
108079	8201	1589	1140
67916	3162	8733	7153
100502629	663	1	2
329908	10601	13809	10798
100102	3512	1	10
140475	2716	6066	4623
74754	4028	620	743
242602	1970	12	0
230576	2535	382	227
230577	3077	542	366
72354	2762	2639	2220
381538	4346	12	12
230579	1897	0	0
329910	5668	2741	1944
72475	3195	6630	5835
56280	1496	3648	2857
230582	1605	229	216
242603	2611	0	4
66526	6243	419	380
56374	1544	29040	23503
100862108	611	0	0
546840	947	2	0
77809	1756	567	329
72938	559	320	325
13370	1664	21	28
230584	1322	4064	3126
72787	2576	731	606
230587	2904	4	4
56296	1795	2	0
16975	7677	718	535
619295	3078	0	0
17149	608	881	771
74098	1551	1938	1395
12896	2350	3732	2985
242607	3005	4	2
242608	3168	0	0
20280	2664	7383	5964
52430	1307	824	684
230590	2289	0	0
414872	10654	2765	2095
69893	2876	1370	1127
545667	593	0	1
67305	1214	216	190
230594	6054	1031	896
100040110	490	3	2
230596	1519	1511	1230
18392	3014	38	37
319965	3286	2353	1427
230597	2170	339	256
73133	1812	224	156
70533	3111	1289	1050
66073	1275	2775	2248
100087	1556	792	607
69908	3320	15	28
77173	903	0	0
230598	4155	11201	8790
791075	76	5	8
100273	3523	8697	6393
108802	1606	66	52
13858	5411	7131	6257
230603	2444	48	35
29864	2132	13247	11214
67646	968	0	0
319743	3122	8	15
12580	1106	76	64
14084	4429	3863	3059
242620	2947	2	0
15572	4488	8	2
78933	1864	1	4
67621	1908	264	173
67946	2435	1836	1458
230612	4360	12	6
639774	1280	0	0
328505	2327	0	0
639781	1260	0	0
320640	3997	0	0
195564	3843	0	0
329918	1372	0	0
630887	936	0	0
329919	1678	0	0
230613	1729	0	0
230622	3824	1	0
433745	1212	0	2
242627	4497	1	1
230623	1393	0	0
666048	6617	343	206
433746	2308	0	0
17301	2619	25	22
100040736	2876	32	33
30923	867	0	0
66588	1880	6912	5748
20460	5333	14	24
21349	4161	6	10
67182	1129	422	472
81906	1524	0	0
230639	1530	0	0
277753	2422	0	0
13118	2395	0	0
435802	1527	0	0
13119	2495	2	0
13117	2086	0	1
666168	2509	0	1
631037	564	0	0
100040843	1914	0	0
13120	1871	2	2
230648	4300	5233	4666
75173	818	9	7
230649	2330	252	223
100465	2882	670	519
17346	2493	1364	1047
654462	951	4	9
140477	4033	1	3
14073	3816	12758	8915
72181	3511	2034	1497
100502897	778	451	314
66576	546	12648	10301
230654	2869	4347	3456
19366	3076	58	43
68075	1427	1745	1427
68273	2719	9025	6922
66805	1971	15908	11665
67323	392	2	0
433748	390	23	12
18710	5004	8791	8011
17776	5727	4207	3242
16351	2118	1425	1142
230657	2409	320	291
77110	3519	1946	1728
654318	2436	112	183
622665	2003	1227	993
50927	3155	496	349
58810	1414	30692	24007
100502959	627	93	61
18477	1417	25031	20900
67096	1930	1106	896
68394	1214	603	488
230661	3032	7167	5144
68276	2008	1060	833
70603	1736	268	280
242642	1602	584	484
100502973	733	0	5
74464	5397	515	355
22275	1199	4256	3347
76608	4552	2743	2026
108067	4022	1319	1105
19207	3549	6	6
78611	2579	81	88
242646	982	2	2
12795	2367	242	171
20116	740	376	339
100217424	59	4	0
100216533	78	5	0
73804	2832	34	22
381544	2013	241	116
100862255	770	0	0
68777	953	3064	2431
66743	2891	2019	1666
100503023	705	4	5
140546	1574	3331	2694
66233	1513	1300	1034
75753	3595	0	0
14664	3272	957	767
381546	1281	69	41
53418	2522	279	201
114143	996	18480	15004
67728	2526	615	376
230673	3588	4505	3337
11876	2177	140	205
20441	2574	5509	4732
230674	4956	1308	1092
19268	7648	13073	9667
68180	843	639	518
230676	10958	910	635
80509	1893	1689	1414
54325	1904	7286	5421
107995	1784	119	74
17480	2938	15	4
21846	3879	1182	773
66451	915	492	328
230678	1862	625	436
68625	3750	9	0
69072	2960	3203	2565
100041290	805	0	0
18363	948	0	0
258708	948	0	0
258852	939	0	0
258301	948	0	0
258851	948	0	0
258259	942	0	7
258306	948	0	0
435804	1008	0	0
258265	954	0	0
258159	954	0	0
258331	948	0	1
258214	942	0	0
258394	942	0	0
100038571	535	0	0
100470	1958	0	2
20525	2573	13764	9775
100316707	66	1	2
100503370	636	0	0
195522	2396	634	472
27028	4551	10	17
69216	980	1359	1021
75180	1504	23	9
230696	1867	590	500
56401	3343	999	788
242653	4236	0	0
22608	2191	6726	5265
66101	2495	149	123
73332	2536	221	214
100862319	1382	1	2
106564	1440	1733	1487
332934	1505	66	49
194237	4067	269	225
433752	1909	95	88
230700	4762	1903	1384
14915	560	2	0
14916	602	8	0
16656	9021	488	222
13615	1244	4	2
329934	2528	159	95
29871	3394	1395	894
194219	1762	0	0
51797	2705	1005	856
667063	420	19	6
56222	1258	4728	3846
60613	2512	217	190
18046	1944	1167	779
387227	89	0	0
723836	92	1	0
242662	977	7	4
73172	1990	498	314
381549	2364	148	76
69780	2905	1486	1281
12840	2746	2089	1885
230709	3430	10725	8152
69469	719	0	0
109263	6585	2075	1629
545677	1181	0	0
666914	351	0	0
666921	1149	0	0
100504652	351	0	0
666927	649	0	0
100862019	351	0	0
666931	351	0	0
77432	825	0	0
19063	2493	24264	19421
12331	2393	14134	12266
100504506	240	0	0
76574	2151	179	146
16918	3501	37	42
66966	2059	534	467
12164	2940	4	14
353371	1753	1	0
56031	1168	1420	1050
170638	4652	92	90
230718	1103	8	25
56198	4532	11123	9149
622334	604	1	0
230721	3019	119	95
12163	2405	2	11
64059	1805	0	0
11426	23495	7305	5419
442834	8311	471	489
595136	509	205	178
68050	2370	3624	3011
230726	1217	12	2
100038647	1328	0	0
56309	1485	2146	1854
54170	2606	11738	9093
78460	980	0	0
108809	1873	0	0
18991	3010	2	0
67205	953	914	822
14201	1685	8	8
75062	1698	2821	2528
735277	109	5	0
16330	3781	2767	2226
735263	109	2	1
17764	7631	1261	977
68920	762	345	269
230734	1554	1750	1493
215090	2727	33	16
230735	5482	4	0
73628	519	0	0
52276	1626	28	44
194268	2942	696	609
192199	1834	27	41
230737	2350	2398	1937
75563	2086	46	11
76793	2325	1041	772
70088	876	284	252
230738	2805	94	68
14807	8842	6	4
72395	3543	0	0
12986	4047	138	108
66407	938	2166	1754
230751	2152	541	437
116748	913	885	712
74178	3861	3171	2219
230752	1363	654	529
66938	2328	567	455
230753	4328	2279	1752
245877	3387	3499	2606
27096	1256	6595	4976
329941	4331	241	129
100206	1368	1836	1334
100048926	3116	37	17
24084	1494	12	5
214150	7635	597	576
236511	7065	833	589
76850	6523	505	379
269582	4982	1	2
230757	2855	393	314
26445	847	8367	6989
332937	2117	0	0
26562	3701	5062	3438
100317	4982	3174	2604
67785	7010	2188	1750
71514	3705	1175	1120
68310	3832	771	527
100177	4134	1206	1334
100039968	1120	1884	1605
242667	3817	0	2
80284	1022	2413	1695
14612	1624	559	291
14620	1922	4	0
14621	1445	67	50
14622	1704	18	4
667296	581	2	0
635169	2209	0	0
329942	13731	4	5
74989	643	0	3
69317	684	0	0
269585	5372	345	217
384059	3174	2	6
54383	4357	5713	4356
215493	3390	6	11
230761	2882	504	346
67525	3198	1217	781
242669	1917	739	514
11637	1909	3234	2724
67349	1018	72	89
75234	2532	912	654
66260	1168	59	34
15444	1697	0	0
384061	2702	636	547
74648	1546	372	282
107271	2874	3048	2247
97130	5187	3206	2682
68828	2038	98	97
19646	4407	15381	12494
67106	660	814	656
73680	2229	208	196
215627	3288	185	150
100383	2662	2804	2141
58864	1034	9	8
68233	558	26	26
17357	1601	4355	3298
433759	1971	319	283
16818	2298	39	21
230766	944	72	77
54709	1109	3299	2629
76799	772	4664	3740
100504491	864	127	100
230767	2142	1533	1198
66264	840	679	503
109658	4948	3669	2756
100861795	1058	0	0
100861783	590	0	0
16650	5711	1847	1513
230770	1810	495	401
20218	4783	2157	1841
19244	3505	9798	10544
319894	830	0	0
622480	2562	4	2
72225	2315	9	2
230775	5289	309	295
107581	5206	2138	1869
67898	1551	4816	3599
230777	2316	0	0
94242	2175	5269	3810
332942	2208	2	0
230779	2010	4111	3052
14077	640	1308	890
619605	1411	3281	2903
66585	1591	1428	1117
67149	2552	221	192
80912	5351	6665	5280
100217460	65	0	0
20970	4972	20925	16944
16792	2398	797	582
17180	2002	6	4
19273	5504	2888	2292
26922	1337	2981	2320
57317	2254	2804	1915
545681	1453	1	0
623230	1370	230	173
269587	6923	5044	3517
18386	4021	0	0
664894	471	0	0
213541	4078	3728	3011
